neighborhood,alarms
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,1
Central Business District,4
Central Business District,1
Central Business District,1
Central Business District,2
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,7
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,1
Central Business District,1
Central Business District,2
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,3
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,3
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,3
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,1
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,5
Central Business District,0
Central Business District,0
Central Business District,0
Central Business District,1
Central Business District,0
Central Business District,0
Central Lawrenceville,0
Central Lawrenceville,1
Central Lawrenceville,1
Central Lawrenceville,0
Central Lawrenceville,1
Central Lawrenceville,1
Central Lawrenceville,0
Central Lawrenceville,1
Central Lawrenceville,0
Central Lawrenceville,0
Central Lawrenceville,1
Central Lawrenceville,0
Central Lawrenceville,2
Central Lawrenceville,4
Central Lawrenceville,0
Central Lawrenceville,0
Central Lawrenceville,0
Central Lawrenceville,0
Central Lawrenceville,0
Central Lawrenceville,1
Central Lawrenceville,1
Central Lawrenceville,1
Central Lawrenceville,1
Central Lawrenceville,0
Central Lawrenceville,2
Central Lawrenceville,1
Central Lawrenceville,0
Central Lawrenceville,1
Central Lawrenceville,1
Central Lawrenceville,0
Central Lawrenceville,0
Central Lawrenceville,1
Central Lawrenceville,1
Central Lawrenceville,0
Central Lawrenceville,2
Central Lawrenceville,1
Central Lawrenceville,1
Central Lawrenceville,0
Central Lawrenceville,0
Central Lawrenceville,0
Central Lawrenceville,1
Central Lawrenceville,0
Central Lawrenceville,0
Central Lawrenceville,0
Central Lawrenceville,1
Central Lawrenceville,1
Central Lawrenceville,0
Central Lawrenceville,0
Central Lawrenceville,1
Central Lawrenceville,1
Central Lawrenceville,1
Central Lawrenceville,0
Central Lawrenceville,1
Central Lawrenceville,1
Central Lawrenceville,0
Central Lawrenceville,0
Central Lawrenceville,1
Central Lawrenceville,1
Central Lawrenceville,0
Central Lawrenceville,0
Central Lawrenceville,0
Central Lawrenceville,1
Central Lawrenceville,1
Central Lawrenceville,1
Central Lawrenceville,1
Central Lawrenceville,0
Central Lawrenceville,0
Central Lawrenceville,1
Central Lawrenceville,1
Central Lawrenceville,0
Central Lawrenceville,0
Central Lawrenceville,0
Central Lawrenceville,0
Central Lawrenceville,0
Central Northside,0
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,0
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,0
Central Northside,0
Central Northside,0
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,0
Central Northside,1
Central Northside,0
Central Northside,1
Central Northside,1
Central Northside,0
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,0
Central Northside,0
Central Northside,0
Central Northside,0
Central Northside,1
Central Northside,0
Central Northside,0
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,0
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,0
Central Northside,0
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,0
Central Northside,1
Central Northside,1
Central Northside,2
Central Northside,1
Central Northside,1
Central Northside,0
Central Northside,0
Central Northside,0
Central Northside,0
Central Northside,1
Central Northside,1
Central Northside,0
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,0
Central Northside,0
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,0
Central Northside,1
Central Northside,0
Central Northside,1
Central Northside,0
Central Northside,1
Central Northside,0
Central Northside,0
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,0
Central Northside,0
Central Northside,1
Central Northside,2
Central Northside,1
Central Northside,0
Central Northside,1
Central Northside,0
Central Northside,1
Central Northside,1
Central Northside,0
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,0
Central Northside,1
Central Northside,1
Central Northside,0
Central Northside,1
Central Northside,1
Central Northside,1
Central Northside,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,0
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,0
Central Oakland,0
Central Oakland,1
Central Oakland,0
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,0
Central Oakland,1
Central Oakland,0
Central Oakland,0
Central Oakland,0
Central Oakland,0
Central Oakland,5
Central Oakland,0
Central Oakland,0
Central Oakland,0
Central Oakland,0
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,0
Central Oakland,0
Central Oakland,0
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,0
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,0
Central Oakland,1
Central Oakland,0
Central Oakland,0
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,0
Central Oakland,1
Central Oakland,1
Central Oakland,0
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,0
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,0
Central Oakland,0
Central Oakland,0
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,0
Central Oakland,0
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,1
Central Oakland,0
Central Oakland,1
Chartiers City,0
Chartiers City,0
Chartiers City,0
Chartiers City,0
Chartiers City,0
Chartiers City,1
Chartiers City,0
Chartiers City,1
Chartiers City,1
Chartiers City,0
Chartiers City,1
Chartiers City,0
Chartiers City,1
Chartiers City,1
Chartiers City,0
Chateau,0
Chateau,1
Chateau,1
Chateau,1
Chateau,0
Chateau,1
Chateau,0
Chateau,0
Chateau,0
Chateau,0
Chateau,1
Chateau,0
Chateau,1
Chateau,0
Chateau,0
Chateau,1
Chateau,0
Chateau,0
Chateau,0
Chateau,0
Chateau,0
Chateau,0
Chateau,1
Chateau,0
Chateau,1
Chateau,0
Chateau,0
Chateau,0
Chateau,0
Chateau,0
Chateau,0
Chateau,0
Chateau,0
Chateau,1
Chateau,0
Chateau,0
Chateau,0
Chateau,0
Chateau,0
Chateau,0
Crafton Heights,1
Crafton Heights,1
Crafton Heights,0
Crafton Heights,0
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,0
Crafton Heights,1
Crafton Heights,2
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,2
Crafton Heights,1
Crafton Heights,1
Crafton Heights,0
Crafton Heights,1
Crafton Heights,0
Crafton Heights,0
Crafton Heights,1
Crafton Heights,1
Crafton Heights,0
Crafton Heights,0
Crafton Heights,1
Crafton Heights,0
Crafton Heights,1
Crafton Heights,1
Crafton Heights,0
Crafton Heights,1
Crafton Heights,1
Crafton Heights,0
Crafton Heights,1
Crafton Heights,1
Crafton Heights,0
Crafton Heights,0
Crafton Heights,0
Crafton Heights,1
Crafton Heights,0
Crafton Heights,1
Crafton Heights,0
Crafton Heights,0
Crafton Heights,1
Crafton Heights,0
Crafton Heights,0
Crafton Heights,0
Crafton Heights,0
Crafton Heights,1
Crafton Heights,1
Crafton Heights,0
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,1
Crafton Heights,0
Crafton Heights,0
Crafton Heights,0
Crafton Heights,0
Crafton Heights,1
Crafton Heights,1
Crafton Heights,0
Crafton Heights,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,0
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,0
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,0
Crawford-Roberts,0
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,0
Crawford-Roberts,0
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,0
Crawford-Roberts,0
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,0
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,0
Crawford-Roberts,0
Crawford-Roberts,0
Crawford-Roberts,1
Crawford-Roberts,5
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,0
Crawford-Roberts,0
Crawford-Roberts,0
Crawford-Roberts,0
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,0
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,0
Crawford-Roberts,1
Crawford-Roberts,1
Crawford-Roberts,0
Crawford-Roberts,1
Duquesne Heights,1
Duquesne Heights,1
Duquesne Heights,0
Duquesne Heights,1
Duquesne Heights,1
Duquesne Heights,1
Duquesne Heights,0
Duquesne Heights,1
Duquesne Heights,0
Duquesne Heights,1
Duquesne Heights,0
Duquesne Heights,0
Duquesne Heights,1
Duquesne Heights,0
Duquesne Heights,1
Duquesne Heights,1
Duquesne Heights,1
Duquesne Heights,2
Duquesne Heights,1
Duquesne Heights,1
Duquesne Heights,1
Duquesne Heights,1
Duquesne Heights,1
Duquesne Heights,1
Duquesne Heights,1
Duquesne Heights,0
Duquesne Heights,0
Duquesne Heights,1
Duquesne Heights,0
Duquesne Heights,1
Duquesne Heights,1
Duquesne Heights,0
Duquesne Heights,0
Duquesne Heights,1
Duquesne Heights,1
Duquesne Heights,0
Duquesne Heights,1
Duquesne Heights,1
Duquesne Heights,1
East Allegheny,3
East Allegheny,1
East Allegheny,3
East Allegheny,1
East Allegheny,0
East Allegheny,0
East Allegheny,1
East Allegheny,1
East Allegheny,1
East Allegheny,1
East Allegheny,0
East Allegheny,2
East Allegheny,0
East Allegheny,1
East Allegheny,0
East Allegheny,1
East Allegheny,1
East Allegheny,1
East Allegheny,0
East Allegheny,0
East Allegheny,0
East Allegheny,0
East Allegheny,2
East Allegheny,1
East Allegheny,1
East Allegheny,0
East Allegheny,1
East Allegheny,2
East Allegheny,0
East Allegheny,1
East Allegheny,1
East Allegheny,3
East Allegheny,0
East Allegheny,1
East Allegheny,1
East Allegheny,1
East Allegheny,1
East Allegheny,1
East Allegheny,1
East Allegheny,1
East Allegheny,0
East Allegheny,1
East Allegheny,1
East Allegheny,1
East Allegheny,0
East Allegheny,1
East Allegheny,2
East Allegheny,1
East Allegheny,0
East Allegheny,1
East Allegheny,0
East Allegheny,1
East Allegheny,0
East Allegheny,1
East Allegheny,1
East Allegheny,0
East Allegheny,1
East Allegheny,1
East Allegheny,1
East Allegheny,1
East Allegheny,1
East Allegheny,0
East Allegheny,1
East Allegheny,0
East Allegheny,1
East Allegheny,1
East Allegheny,1
East Allegheny,1
East Allegheny,1
East Allegheny,0
East Allegheny,1
East Allegheny,0
East Allegheny,1
East Allegheny,1
East Allegheny,0
East Allegheny,0
East Allegheny,0
East Allegheny,0
East Allegheny,1
East Allegheny,1
East Allegheny,1
East Allegheny,1
East Allegheny,1
East Allegheny,0
East Allegheny,1
East Allegheny,0
East Allegheny,0
East Allegheny,0
East Allegheny,0
East Allegheny,1
East Allegheny,0
East Allegheny,0
East Allegheny,0
East Allegheny,0
East Allegheny,1
East Allegheny,1
East Allegheny,0
East Allegheny,1
East Allegheny,1
East Allegheny,0
East Allegheny,1
East Allegheny,0
East Allegheny,0
East Allegheny,0
East Allegheny,0
East Allegheny,0
East Allegheny,1
East Allegheny,0
East Allegheny,1
East Allegheny,0
East Allegheny,0
East Allegheny,0
East Allegheny,1
East Allegheny,1
East Allegheny,0
East Allegheny,1
East Allegheny,1
East Allegheny,0
East Allegheny,0
East Allegheny,0
East Allegheny,1
East Allegheny,0
East Allegheny,0
East Carnegie,0
East Carnegie,1
East Carnegie,0
East Carnegie,1
East Carnegie,1
East Carnegie,1
East Carnegie,1
East Carnegie,1
East Carnegie,1
East Carnegie,1
East Carnegie,1
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,0
East Hills,1
East Hills,1
East Hills,1
East Hills,2
East Hills,1
East Hills,0
East Hills,0
East Hills,0
East Hills,0
East Hills,1
East Hills,1
East Hills,0
East Hills,1
East Hills,1
East Hills,1
East Hills,0
East Hills,0
East Hills,0
East Hills,1
East Hills,0
East Hills,0
East Hills,0
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,0
East Hills,0
East Hills,1
East Hills,0
East Hills,1
East Hills,0
East Hills,0
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,0
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,0
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,0
East Hills,1
East Hills,1
East Hills,0
East Hills,0
East Hills,1
East Hills,0
East Hills,2
East Hills,1
East Hills,1
East Hills,1
East Hills,0
East Hills,1
East Hills,0
East Hills,0
East Hills,1
East Hills,0
East Hills,1
East Hills,1
East Hills,0
East Hills,1
East Hills,1
East Hills,1
East Hills,0
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,0
East Hills,1
East Hills,0
East Hills,3
East Hills,1
East Hills,1
East Hills,0
East Hills,0
East Hills,2
East Hills,1
East Hills,1
East Hills,0
East Hills,1
East Hills,1
East Hills,1
East Hills,1
East Hills,0
East Hills,0
East Hills,1
East Hills,0
East Hills,1
East Hills,1
East Hills,1
East Hills,0
East Hills,0
East Hills,0
East Hills,0
East Hills,1
East Hills,1
East Hills,1
East Hills,0
East Hills,1
East Hills,0
East Hills,1
East Hills,0
East Hills,0
East Hills,0
East Hills,0
East Hills,1
East Hills,1
East Hills,0
East Hills,0
East Hills,0
East Hills,0
East Hills,1
East Hills,0
East Hills,1
East Hills,1
East Hills,0
East Hills,0
East Hills,1
East Hills,1
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,0
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,0
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,0
East Liberty,0
East Liberty,0
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,0
East Liberty,0
East Liberty,0
East Liberty,0
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,4
East Liberty,1
East Liberty,0
East Liberty,0
East Liberty,0
East Liberty,1
East Liberty,0
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,0
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,0
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,0
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,2
East Liberty,0
East Liberty,1
East Liberty,0
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,0
East Liberty,0
East Liberty,0
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,2
East Liberty,0
East Liberty,1
East Liberty,0
East Liberty,0
East Liberty,0
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,1
East Liberty,0
East Liberty,0
East Liberty,1
East Liberty,0
East Liberty,1
East Liberty,0
East Liberty,0
East Liberty,0
East Liberty,1
East Liberty,0
East Liberty,0
East Liberty,0
Elliott,0
Elliott,1
Elliott,1
Elliott,1
Elliott,1
Elliott,1
Elliott,0
Elliott,0
Elliott,0
Elliott,0
Elliott,1
Elliott,0
Elliott,0
Elliott,0
Elliott,1
Elliott,1
Elliott,1
Elliott,0
Elliott,4
Elliott,0
Elliott,0
Elliott,0
Elliott,0
Elliott,1
Elliott,0
Elliott,0
Elliott,1
Elliott,0
Elliott,1
Elliott,1
Elliott,1
Elliott,0
Elliott,0
Elliott,0
Elliott,0
Elliott,0
Elliott,1
Elliott,0
Elliott,1
Elliott,1
Elliott,0
Elliott,1
Elliott,0
Elliott,0
Elliott,0
Elliott,1
Elliott,1
Elliott,1
Elliott,0
Elliott,1
Elliott,1
Elliott,1
Elliott,0
Elliott,1
Elliott,0
Elliott,1
Elliott,1
Elliott,0
Elliott,1
Elliott,0
Elliott,0
Elliott,1
Elliott,0
Elliott,0
Elliott,0
Elliott,0
Elliott,0
Elliott,1
Esplen,0
Esplen,3
Esplen,0
Esplen,0
Esplen,1
Esplen,0
Esplen,1
Esplen,1
Esplen,1
Esplen,1
Esplen,0
Esplen,1
Esplen,0
Esplen,0
Esplen,0
Esplen,1
Esplen,1
Esplen,0
Esplen,1
Esplen,1
Esplen,0
Esplen,1
Fairywood,1
Fairywood,0
Fairywood,0
Fairywood,1
Fairywood,0
Fairywood,0
Fairywood,1
Fairywood,1
Fairywood,0
Fairywood,1
Fairywood,0
Fairywood,0
Fairywood,0
Fairywood,1
Fairywood,0
Fairywood,1
Fairywood,1
Fairywood,1
Fairywood,1
Fairywood,1
Fairywood,1
Fairywood,0
Fairywood,0
Fineview,0
Fineview,0
Fineview,1
Fineview,0
Fineview,0
Fineview,0
Fineview,1
Fineview,1
Fineview,1
Fineview,1
Fineview,0
Fineview,1
Fineview,1
Fineview,1
Fineview,1
Fineview,1
Fineview,1
Fineview,1
Fineview,3
Fineview,1
Fineview,0
Fineview,0
Fineview,1
Fineview,0
Fineview,0
Fineview,0
Fineview,0
Fineview,1
Fineview,1
Fineview,0
Fineview,0
Fineview,1
Fineview,0
Fineview,0
Fineview,1
Fineview,1
Fineview,1
Fineview,1
Fineview,1
Fineview,0
Fineview,1
Fineview,1
Fineview,0
Fineview,0
Fineview,0
Fineview,1
Friendship,0
Friendship,0
Friendship,1
Friendship,1
Friendship,0
Friendship,1
Friendship,0
Friendship,0
Friendship,1
Friendship,0
Friendship,0
Friendship,1
Friendship,1
Friendship,0
Friendship,1
Friendship,1
Friendship,0
Friendship,1
Friendship,1
Friendship,0
Friendship,0
Friendship,0
Friendship,0
Friendship,1
Friendship,1
Friendship,0
Friendship,1
Friendship,0
Friendship,1
Friendship,0
Garfield,1
Garfield,1
Garfield,0
Garfield,1
Garfield,0
Garfield,1
Garfield,0
Garfield,0
Garfield,1
Garfield,1
Garfield,0
Garfield,0
Garfield,0
Garfield,0
Garfield,1
Garfield,0
Garfield,1
Garfield,4
Garfield,1
Garfield,1
Garfield,1
Garfield,1
Garfield,1
Garfield,1
Garfield,0
Garfield,0
Garfield,0
Garfield,1
Garfield,1
Garfield,0
Garfield,1
Garfield,1
Garfield,4
Garfield,1
Garfield,0
Garfield,1
Garfield,3
Garfield,0
Garfield,1
Garfield,0
Garfield,0
Garfield,1
Garfield,1
Garfield,1
Garfield,1
Garfield,1
Garfield,2
Garfield,0
Garfield,1
Garfield,0
Garfield,0
Garfield,0
Garfield,1
Garfield,0
Garfield,0
Garfield,0
Garfield,0
Garfield,1
Garfield,1
Garfield,1
Garfield,1
Garfield,1
Garfield,0
Garfield,2
Garfield,1
Garfield,1
Garfield,0
Garfield,0
Garfield,0
Garfield,1
Garfield,1
Garfield,1
Garfield,0
Garfield,1
Garfield,1
Garfield,1
Garfield,2
Garfield,0
Garfield,1
Garfield,0
Garfield,1
Garfield,0
Garfield,1
Garfield,1
Garfield,1
Garfield,0
Garfield,0
Garfield,0
Garfield,0
Garfield,1
Garfield,0
Garfield,1
Garfield,1
Garfield,1
Garfield,1
Garfield,1
Garfield,0
Garfield,1
Garfield,1
Garfield,1
Garfield,1
Garfield,0
Garfield,0
Garfield,1
Garfield,1
Glen Hazel,1
Glen Hazel,0
Glen Hazel,1
Glen Hazel,1
Glen Hazel,0
Glen Hazel,1
Glen Hazel,1
Glen Hazel,0
Glen Hazel,1
Glen Hazel,1
Glen Hazel,1
Glen Hazel,1
Glen Hazel,1
Glen Hazel,1
Glen Hazel,1
Glen Hazel,1
Glen Hazel,1
Glen Hazel,1
Glen Hazel,0
Glen Hazel,1
Greenfield,1
Greenfield,1
Greenfield,0
Greenfield,1
Greenfield,1
Greenfield,1
Greenfield,0
Greenfield,1
Greenfield,2
Greenfield,1
Greenfield,0
Greenfield,0
Greenfield,1
Greenfield,0
Greenfield,0
Greenfield,1
Greenfield,0
Greenfield,1
Greenfield,1
Greenfield,1
Greenfield,0
Greenfield,0
Greenfield,1
Greenfield,1
Greenfield,1
Greenfield,0
Greenfield,0
Greenfield,0
Greenfield,0
Greenfield,0
Greenfield,1
Greenfield,0
Greenfield,1
Greenfield,0
Greenfield,1
Greenfield,0
Greenfield,0
Greenfield,0
Greenfield,0
Greenfield,0
Greenfield,0
Greenfield,0
Greenfield,1
Greenfield,0
Greenfield,2
Greenfield,0
Greenfield,0
Greenfield,1
Greenfield,0
Greenfield,0
Greenfield,0
Greenfield,0
Greenfield,1
Greenfield,0
Greenfield,1
Greenfield,0
Greenfield,0
Greenfield,0
Greenfield,1
Greenfield,1
Greenfield,0
Greenfield,1
Greenfield,1
Greenfield,0
Greenfield,0
Greenfield,0
Greenfield,1
Greenfield,1
Greenfield,1
Greenfield,0
Greenfield,0
Greenfield,0
Greenfield,1
Greenfield,1
Greenfield,1
Greenfield,0
Greenfield,0
Greenfield,1
Greenfield,0
Greenfield,1
Greenfield,0
Greenfield,0
Greenfield,1
Greenfield,1
Greenfield,1
Greenfield,1
Greenfield,1
Greenfield,1
Greenfield,1
Greenfield,1
Greenfield,0
Greenfield,0
Greenfield,1
Greenfield,1
Greenfield,0
Greenfield,0
Greenfield,1
Greenfield,1
Greenfield,0
Greenfield,1
Greenfield,1
Greenfield,1
Greenfield,0
Greenfield,1
Greenfield,0
Greenfield,1
Greenfield,0
Greenfield,0
Greenfield,1
Greenfield,0
Greenfield,1
Greenfield,1
Hays,0
Hays,1
Hays,1
Hays,0
Hays,0
Hays,1
Hays,0
Hays,0
Hays,0
Hays,0
Hays,0
Hays,0
Hays,0
Hays,0
Hays,0
Hays,0
Hays,0
Hays,0
Hays,0
Hays,2
Hazelwood,0
Hazelwood,0
